neuron,Sum_Length,Avg_Branch_pathlength,Avg_Width,Avg_Depth,Avg_Partition_asymmetry,Avg_Contraction,Avg_Fractal_Dim,Avg_Bif_ampl_remote
C3-20200819_4_4_40,1188.6520514309175,27.01481935070262,159.21656154402876,11.879999999999997,0.3896103896103896,0.8661275688885651,1.059685622470892,63.608208271043075
